degree_90,average_nb_degree_90,betweeness_90,eigenvector_90,closeness_90,clustering_90,degree_80,average_nb_degree_80,betweeness_80,eigenvector_80,closeness_80,clustering_80,degree_70,average_nb_degree_70,betweeness_70,eigenvector_70,closeness_70,clustering_70
8,8.625,4.5181102861137366e-05,3.403624107612334e-16,0.0037264249146741527,0.6785714285714286,40,34.375,3.709285845320752e-05,0.00014861408494800296,0.08713417279137836,0.4423076923076923,134,110.55970149253731,0.0007787890386384833,0.00629809661133286,0.31555485423488105,0.3978229154976995
3,3.6666666666666665,9.615584710446075e-06,-1.9465678243161613e-19,0.00435719328921205,0.6666666666666666,33,27.757575757575758,0.00010743764730046974,1.2246595955564007e-17,0.08873378403069615,0.38636363636363635,112,106.27678571428571,0.00022182965796344587,0.023829780629036002,0.3018490566037736,0.35344272844272845
4,4.5,0.00010842521324561139,6.284065721186855e-18,0.003952286194566972,0.16666666666666666,28,28.821428571428573,0.0020398424091041655,6.877062926624016e-17,0.09431719869677616,0.3888888888888889,121,105.69421487603306,0.0003207665361371407,0.013537834062031623,0.3059593023255814,0.3378787878787879
3,3.0,1.3810102599333289e-05,-3.1376310852771527e-18,0.0013633779694159883,0.3333333333333333,29,27.896551724137932,0.00012987575531252078,-1.3148125300177173e-17,0.0928417550788208,0.35960591133004927,117,101.3931623931624,0.0001984650677800349,0.007764972922393689,0.30017262083458424,0.3532272325375774
1,3.0,0.0,1.0038948570805975e-18,0.003022421589538582,0.0,27,28.14814814814815,6.50634328050642e-05,2.233465976234267e-05,0.08631331570139324,0.3789173789173789,107,105.57009345794393,0.0005114862201193575,0.0061472540693723555,0.30451499923861736,0.4076882384059249
2,3.5,4.6892583253326774e-08,-3.0946216248153705e-18,0.001191638316491689,0.0,24,22.875,5.058292660293536e-05,0.0009200080270793447,0.08592946448894813,0.3115942028985507,96,100.82291666666667,9.739852897646062e-05,0.0030858252317587116,0.2977258346670637,0.4260964912280702
2,4.0,0.0,1.0033664078610093e-18,0.00033337500520898446,1.0,16,21.75,2.354012849421293e-05,1.0897044067654723e-05,0.0855340142009336,0.4666666666666667,75,96.08,5.0275563072637096e-05,0.00335040345545773,0.2918703933445231,0.3783783783783784
3,4.333333333333333,2.0663998353632666e-05,-4.716978810500785e-18,0.0035942628366169597,0.3333333333333333,24,27.75,0.0001983751073464182,-1.1366072784393336e-17,0.09422605000038259,0.2717391304347826,106,105.77358490566037,0.00014278531820777722,0.01927160321044325,0.2988381215676019,0.3681940700808625
4,5.0,0.0008278242971308094,5.948125987234042e-18,0.005439029923414307,0.6666666666666666,38,30.94736842105263,0.00028254626612003237,-3.6668010948575244e-17,0.09846744572993717,0.34708392603129445,118,112.77118644067797,0.00016180150704240865,0.03050663640001043,0.30314169856368667,0.38461538461538464
3,3.0,0.0030480179114662402,-3.2414100058669246e-18,0.004547993605545159,0.0,27,27.666666666666668,7.370498560415325e-05,1.681284510593345e-05,0.08649311120012859,0.3646723646723647,108,107.11111111111111,0.0004717578791352141,0.006030221791887945,0.3052936910804931,0.38958116995500175
4,2.75,8.284356374754397e-07,-1.7912640729300918e-18,0.0007965010777862384,0.5,27,25.62962962962963,3.887342502917634e-05,-3.711782060606731e-18,0.08563496723163169,0.3646723646723647,116,104.94827586206897,0.00031347503049557977,0.025000127212201184,0.3034867397655272,0.34512743628185905
4,2.25,7.75290709788336e-06,5.059402281329844e-18,0.0020941979449558856,0.16666666666666666,26,23.5,8.934308210626714e-05,1.7999819809223326e-05,0.08592189794428307,0.27384615384615385,96,98.96875,8.145634620924877e-05,0.002905992866307502,0.2933690310276535,0.38048245614035087
4,4.25,9.644241289100873e-06,-4.529382084024658e-18,0.002901482842408249,0.6666666666666666,18,23.666666666666668,1.7130929798104175e-05,3.785342970046549e-05,0.08509763519855672,0.4444444444444444,107,105.77570093457943,0.000165038430723277,0.005822895806140076,0.30128060263653483,0.32604478927878683
1,3.0,0.0,1.2962628065567987e-18,0.0004675909163970172,0.0,21,23.714285714285715,5.5375389606448677e-05,9.890821122433054e-17,0.08643387506894819,0.42857142857142855,79,96.39240506329114,0.00017101279524557825,0.009079409052746332,0.2963251092835445,0.3703343070431678
1,5.0,0.0,-2.01072271459579e-18,0.00037504688086010754,0.0,23,21.434782608695652,5.9057446032820935e-05,1.4614246729485429e-05,0.08445317933220102,0.2766798418972332,100,100.57,7.450262624365673e-05,0.0032342020709467804,0.2942106811828748,0.3977777777777778
0,0.0,0.0,3.719707721779998e-19,0.0,0.0,7,19.142857142857142,5.329249192700903e-07,-1.8181342340444584e-19,0.07733832168114499,0.42857142857142855,63,98.23809523809524,0.00013727487666887676,0.01195424648175289,0.2986372969945865,0.37992831541218636
4,3.25,0.0005874856285335203,2.1438411701744616e-18,0.0037629907321477074,0.0,28,26.071428571428573,0.0008748709611103615,7.948899024118326e-05,0.09428204589634771,0.35714285714285715,110,103.0,0.00043018350007307865,0.0036475405574271013,0.3045381862483819,0.3688073394495413
1,3.0,0.0,6.82219532969322e-19,0.004079659035362091,0.0,21,27.857142857142858,7.151956059510317e-05,8.510470777001732e-07,0.08898563987089057,0.3476190476190476,99,105.75757575757575,0.00019066561986128084,0.004808143669886264,0.30079344188320234,0.34982477839620696
2,2.0,1.2504688867553806e-07,-8.272444487598932e-19,0.00033337500520898446,0.0,19,20.0,2.3807068014488956e-05,1.3305156973617084e-05,0.08105765359729612,0.3157894736842105,90,92.47777777777777,0.00016874442353940954,0.0026555243982328562,0.29798092683653704,0.33957553058676654
6,5.0,2.9289828924385647e-07,-1.3718376150327201e-18,0.000840221306733109,0.6,27,26.666666666666668,0.000137750668275156,1.514851640025513e-17,0.09316704129354843,0.5042735042735043,108,102.81481481481481,0.00045929892633506705,0.01007378876097389,0.3074173712528824,0.3459674627898927
3,4.333333333333333,2.913592506140037e-05,-6.263626818734598e-18,0.002187273409176147,0.6666666666666666,18,28.444444444444443,4.148913659804969e-05,1.9766235870779346e-05,0.08804620203061136,0.5424836601307189,108,107.75,0.00020598428226466993,0.004131632967139271,0.3020086083213773,0.38871581862236065
0,0.0,0.0,-5.766450679023843e-19,0.0,0.0,21,25.142857142857142,0.0001568755505267996,-1.3351448864047761e-17,0.0911067040361446,0.2571428571428571,97,103.3298969072165,8.654192024287867e-05,0.017599240708313955,0.2948070615118122,0.37693298969072164
0,0.0,0.0,-2.4906171720112703e-19,0.0,0.0,15,23.6,7.908446511984431e-05,4.782454553030809e-05,0.08300557475260521,0.3333333333333333,71,95.38028169014085,0.00019573905155204443,0.0021456973150107985,0.2988269575612672,0.338430583501006
3,2.6666666666666665,4.6892583253326774e-08,3.777186804639761e-19,0.00039067383422927867,0.6666666666666666,29,26.482758620689655,0.0002916106450057944,1.9717063701771375e-16,0.09373430079236009,0.31773399014778325,120,107.99166666666666,0.0005027092047721869,0.01676455050402469,0.30928353245949813,0.3519607843137255
2,1.5,7.565336764870053e-06,-4.04833184908317e-21,0.0021139884753635443,0.0,19,22.63157894736842,0.00016507016946601616,2.4859023577895167e-05,0.08723934143980783,0.22807017543859648,99,100.35353535353535,0.0007946353977776238,0.0032812771714456437,0.30753556324490583,0.3127190270047413
2,4.0,0.0,1.523319905708273e-18,0.0021976629450272916,1.0,21,26.904761904761905,2.6538724846991354e-05,0.00032165294737563027,0.08834113747718533,0.4238095238095238,114,103.97368421052632,0.0003925041838705807,0.00424418160168392,0.3023282183082622,0.32091290172333486
1,2.0,0.0,7.283559430212222e-19,0.00016668750260449223,0.0,19,22.894736842105264,0.00022730057357246326,6.09389969919933e-07,0.09060093166241881,0.3157894736842105,108,100.10185185185185,0.0003910506287644536,0.004317664118966465,0.3016555417279481,0.32692973347178955
